tweet_id,timestamp,url,text,rating_numerator,rating_denominator,rating_ratio,name,doggo,floofer,pupper,puppo,retweet_count,favorite_count,p1,p1_conf,p2,p2_conf,p3,p3_conf
889531135344209921,2017-07-24 17:02:04+00:00,https://t.co/y70o6h3isq,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek ,13,10,1.3,Stuart,False,False,False,True,2009.0,13974.0,golden_retriever,0.953442,Labrador_retriever,0.0138341,redbone,0.00795775
889278841981685760,2017-07-24 00:19:32+00:00,https://t.co/WpHvrQedPb,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek ,13,10,1.3,Oliver,False,False,False,False,4740.0,23199.0,whippet,0.626152,borzoi,0.194742,Saluki,0.0273507
888917238123831296,2017-07-23 00:22:39+00:00,https://t.co/chxruIOUJN,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both ,12,10,1.2,Jim,False,False,False,False,3990.0,26821.0,golden_retriever,0.714719,Tibetan_mastiff,0.120184,Labrador_retriever,0.105506
888804989199671297,2017-07-22 16:56:37+00:00,https://t.co/HTQ77yNQ5K,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best ,13,10,1.3,Zeke,False,False,False,False,3763.0,23534.0,golden_retriever,0.46976,Labrador_retriever,0.184172,English_setter,0.0734817
888554962724278272,2017-07-22 00:23:06+00:00,https://t.co/YnYAFCTTiK,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af ,13,10,1.3,Ralphus,False,False,False,False,3074.0,18150.0,Siberian_husky,0.700377,Eskimo_dog,0.166511,malamute,0.111411
888078434458587136,2017-07-21 01:02:36+00:00,https://t.co/DK7iDPfuRX,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway ,12,10,1.2,Gerald,False,False,False,False,3083.0,20042.0,French_bulldog,0.995026,pug,0.000931908,bull_mastiff,0.000903211
887705289381826560,2017-07-20 16:49:33+00:00,https://t.co/PhrUk20Q64,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic ,13,10,1.3,Jeffrey,False,False,False,False,4801.0,27881.0,basset,0.821664,redbone,0.0875815,Weimaraner,0.026236400000000003
887517139158093824,2017-07-19 16:06:48+00:00,https://t.co/20VrLAA8ba,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) ,14,10,1.4,,False,False,False,False,10472.0,42706.0,,0.130432,,0.0291754,,0.0263208
887473957103951883,2017-07-19 03:39:09+00:00,https://t.co/cLyzpcUcMX,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her ,13,10,1.3,Canela,False,False,False,False,15992.0,63219.0,Pembroke,0.809197,Rhodesian_ridgeback,0.05495,beagle,0.0389148
887343217045368832,2017-07-19 00:47:34+00:00,https://t.co/WZqNqygEyV,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) ,13,10,1.3,None,False,False,False,False,9359.0,31012.0,Mexican_hairless,0.330741,,0.275645,Weimaraner,0.134203
887101392804085760,2017-07-18 16:08:03+00:00,https://t.co/4Ad1jzJSdp,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof ,12,10,1.2,None,False,True,False,False,5302.0,28214.0,Samoyed,0.733942,Eskimo_dog,0.0350295,Staffordshire_bullterrier,0.029704700000000007
886983233522544640,2017-07-18 00:07:08+00:00,https://t.co/I6oNy0CgiT,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in ,13,10,1.3,Maya,False,False,False,False,6800.0,32062.0,Chihuahua,0.793469,toy_terrier,0.143528,,0.0322529
886736880519319552,2017-07-17 16:17:36+00:00,https://t.co/ISvKOSkd5b,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff ",13,10,1.3,Mingus,False,False,False,False,2834.0,11007.0,kuvasz,0.309706,Great_Pyrenees,0.186136,Dandie_Dinmont,0.08634630000000001
886680336477933568,2017-07-16 23:58:41+00:00,https://t.co/BCoWue0abA,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal ,13,10,1.3,Derek,False,False,False,False,3988.0,20720.0,,0.738995,,0.139952,,0.0441727
886366144734445568,2017-07-16 20:14:00+00:00,https://t.co/RGE08MIJox,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe ,12,10,1.2,Roscoe,False,False,True,False,2812.0,19458.0,French_bulldog,0.999201,Chihuahua,0.000361178,Boston_bull,7.55616e-05
886258384151887873,2017-07-15 23:25:31+00:00,https://t.co/xZDA9Qsq1O,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles ,13,10,1.3,Waffles,False,False,False,False,5628.0,25752.0,pug,0.943575,,0.0252856,,0.00284892
885984800019947520,2017-07-15 16:51:35+00:00,https://t.co/BuveP0uMF1,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution ,12,10,1.2,Jimbo,False,False,False,False,5974.0,29984.0,Blenheim_spaniel,0.972494,Shih-Tzu,0.00663012,Bernese_mountain_dog,0.00623915
885528943205470208,2017-07-15 16:17:19+00:00,https://t.co/tp1kQ8i9JF,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly ,13,10,1.3,Maisey,False,False,False,False,5685.0,33103.0,pug,0.369275,Labrador_retriever,0.265835,kuvasz,0.134697
885518971528720385,2017-07-15 02:45:48+00:00,https://t.co/gzLHboL7Sk,I have a new hero and his name is Howard. 14/10 ,14,10,1.4,None,False,False,False,False,3314.0,18858.0,,,,,,
885167619883638784,2017-07-14 22:10:11+00:00,https://t.co/44ItaMubBf,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 ,13,10,1.3,None,False,False,False,False,3882.0,20147.0,malamute,0.8124819999999999,Siberian_husky,0.0717125,Eskimo_dog,0.0557697
884925521741709313,2017-07-13 15:58:47+00:00,https://t.co/MYJvdlNRVa,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl ",12,10,1.2,Earl,False,False,False,False,16045.0,70878.0,Italian_greyhound,0.259916,American_Staffordshire_terrier,0.198451,Staffordshire_bullterrier,0.127725
884876753390489601,2017-07-13 15:19:09+00:00,https://t.co/74TKAUsLkO,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola ,13,10,1.3,Lola,False,False,False,False,4957.0,25603.0,chow,0.822103,Norwich_terrier,0.106075,Norfolk_terrier,0.0373485
884562892145688576,2017-07-13 01:35:06+00:00,https://t.co/1r4MFCbCX5,This is Kevin. He's just so happy. 13/10 what is your secret Kevin ,13,10,1.3,Kevin,False,False,False,False,4183.0,22381.0,pug,0.5464060000000001,French_bulldog,0.404291,Brabancon_griffon,0.0440019
884441805382717440,2017-07-12 16:03:00+00:00,https://t.co/vvBOcC2VdC,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) ",14,10,1.4,None,False,False,False,False,5076.0,24955.0,Pembroke,0.993225,Cardigan,0.00321648,Chihuahua,0.00208089
884247878851493888,2017-07-12 00:01:00+00:00,https://t.co/uF3pQ8Wubj,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE ,13,10,1.3,None,False,False,False,False,18058.0,66720.0,,,,,,
884162670584377345,2017-07-11 20:47:12+00:00,https://t.co/YSI00BzTBZ,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo ,12,10,1.2,Yogi,True,False,False,False,2661.0,18798.0,German_shepherd,0.707046,malinois,0.199396,Norwegian_elkhound,0.0491476
883838122936631299,2017-07-11 00:00:02+00:00,https://t.co/V85xujjDDY,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy ,12,10,1.2,Noah,False,False,False,False,3036.0,20105.0,Doberman,0.610946,miniature_pinscher,0.299603,kelpie,0.0630203
883482846933004288,2017-07-10 15:58:53+00:00,https://t.co/qjrljjt948,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 ",5,10,0.5,Bella,False,False,False,False,8783.0,42186.0,golden_retriever,0.943082,Labrador_retriever,0.032409,kuvasz,0.00550072
883360690899218434,2017-07-10 03:08:17+00:00,https://t.co/rf661IFEYP,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck ,13,10,1.3,Grizzwald,False,True,False,False,3279.0,20879.0,chow,0.987997,Tibetan_mastiff,0.00709872,Newfoundland,0.00214033
883117836046086144,2017-07-09 21:29:42+00:00,https://t.co/Se5fZ9wp5E,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat ",13,10,1.3,None,False,False,False,False,5914.0,34125.0,golden_retriever,0.949562,Labrador_retriever,0.045947900000000014,kuvasz,0.00247094
882992080364220416,2017-07-09 00:00:04+00:00,https://t.co/tyER0KpdXj,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy ,13,10,1.3,Rusty,False,False,False,False,3454.0,21991.0,Eskimo_dog,0.466778,Siberian_husky,0.406044,,0.07341439999999999
882762694511734784,2017-07-08 00:28:19+00:00,https://t.co/D43I96SlVu,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl ,12,10,1.2,Gus,False,False,True,False,4342.0,26004.0,Labrador_retriever,0.85005,Chesapeake_Bay_retriever,0.074257,flat-coated_retriever,0.015579399999999997
882627270321602560,2017-07-07 16:22:55+00:00,https://t.co/Nx52PGwH94,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) ,13,10,1.3,Stanley,False,False,False,False,5399.0,25803.0,Pembroke,0.542982,Chihuahua,0.251988,Cardigan,0.107699
882268110199369728,2017-07-07 00:17:54+00:00,https://t.co/fYP5RlutfA,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 ,13,10,1.3,Alfy,False,False,False,False,10304.0,41252.0,golden_retriever,0.762211,Labrador_retriever,0.0989849,cocker_spaniel,0.0171995
882045870035918850,2017-07-06 15:58:11+00:00,https://t.co/zeDpnsKX7w,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko ",13,10,1.3,Koko,False,False,False,False,4333.0,26993.0,,0.949591,,0.0173258,golden_retriever,0.00694063
881906580714921986,2017-07-06 00:46:41+00:00,https://t.co/503CgWbhxQ,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable ,12,10,1.2,Rey,False,True,False,False,3027.0,22437.0,Weimaraner,0.291539,Chesapeake_Bay_retriever,0.278966,,0.12701700000000002
881666595344535552,2017-07-05 15:48:34+00:00,https://t.co/7CSWCl8I6s,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely ,13,10,1.3,Gary,False,False,False,False,9499.0,46671.0,Saluki,0.529012,Afghan_hound,0.25000300000000003,golden_retriever,0.16073900000000002
881536004380872706,2017-07-04 16:01:23+00:00,https://t.co/ghXBIIeQZF,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) ",14,10,1.4,,False,False,True,False,14240.0,45545.0,Samoyed,0.281463,,0.272066,,0.114854
881268444196462592,2017-07-04 01:18:17+00:00,https://t.co/cgwJwowTMC,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet ,12,10,1.2,Elliot,False,False,False,False,4712.0,21451.0,,0.473303,,0.245646,,0.0556607
880935762899988482,2017-07-03 16:04:48+00:00,https://t.co/D0wb1GlKAt,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking ,13,10,1.3,Louis,False,False,False,False,2490.0,15761.0,,0.251801,,0.115123,,0.0695338
880872448815771648,2017-07-03 00:11:11+00:00,https://t.co/WiAMbTkDPf,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 ,12,10,1.2,None,False,False,False,False,3412.0,19612.0,Pembroke,0.791416,Norwich_terrier,0.0613929,Chihuahua,0.0337257
880465832366813184,2017-07-02 21:58:53+00:00,https://t.co/4VsFysDmiw,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop ,12,10,1.2,Bella,False,False,False,False,5529.0,26211.0,golden_retriever,0.913255,Labrador_retriever,0.0263286,cocker_spaniel,0.00937082
880221127280381952,2017-07-02 15:32:16+00:00,https://t.co/fUod0tVmvK,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well ,12,10,1.2,Jesse,False,False,False,False,3700.0,24820.0,Chihuahua,0.238525,,0.104256,clumber,0.0525803
880095782870896641,2017-07-01 21:49:04+00:00,https://t.co/HauE8M3Bu4,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 ,11,10,1.1,None,False,False,False,False,3875.0,25447.0,miniature_pinscher,0.120298,Rhodesian_ridgeback,0.106395,beagle,0.106073
879862464715927552,2017-06-30 23:47:07+00:00,https://t.co/Qh5aEkRQm9,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 ,13,10,1.3,Romeo,False,False,False,False,3102.0,20625.0,basset,0.813507,beagle,0.146654,cocker_spaniel,0.00948502
879492040517615616,2017-06-30 19:35:32+00:00,https://t.co/IxM9IMKQq8,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 ,12,10,1.2,Bailey,False,False,False,False,2831.0,21642.0,German_short-haired_pointer,0.479896,vizsla,0.124353,,0.0733202
879415818425184262,2017-06-29 16:39:47+00:00,https://t.co/UDT7ZkcTgY,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) ,13,10,1.3,Duddles,False,False,False,False,39726.0,97458.0,English_springer,0.383404,Boston_bull,0.134967,Cardigan,0.110481
879376492567855104,2017-06-29 00:27:25+00:00,https://t.co/0gOi601EAa,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by ,12,10,1.2,Jack,False,False,False,False,2789.0,15513.0,,0.663601,Labrador_retriever,0.0334961,Pembroke,0.0188266
879050749262655488,2017-06-28 16:09:20+00:00,https://t.co/2mJCDEJWdD,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet ,11,10,1.1,Steven,False,False,False,False,4185.0,20778.0,,0.311861,,0.169123,,0.132932
879008229531029506,2017-06-28 00:42:13+00:00,https://t.co/YDtpCjIPKN,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs ,13,10,1.3,Beau,False,False,False,False,2387.0,17540.0,vizsla,0.960513,miniature_pinscher,0.00943065,American_Staffordshire_terrier,0.0087113
878776093423087618,2017-06-27 12:14:36+00:00,https://t.co/lNZwgNO4gS,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth ,13,10,1.3,Snoopy,False,False,False,True,3646.0,17861.0,Italian_greyhound,0.734684,whippet,0.15048699999999998,Ibizan_hound,0.0397246
878604707211726852,2017-06-27 00:10:17+00:00,https://t.co/9uABQXgjwa,Martha is stunning how h*ckin dare you. 13/10 ,13,10,1.3,None,False,False,False,False,6300.0,27740.0,,,,,,
878281511006478336,2017-06-26 19:07:24+00:00,https://t.co/lUiQH219v6,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY ",13,10,1.3,Shadow,False,False,False,False,1135.0,7131.0,basset,0.32042,collie,0.215975,Appenzeller,0.12850699999999998
878057613040115712,2017-06-26 16:31:08+00:00,https://t.co/cwtWnHMVpe,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved ,14,10,1.4,Emmy,False,False,False,False,6067.0,38840.0,French_bulldog,0.839097,Boston_bull,0.07879939999999999,toy_terrier,0.0152434
877736472329191424,2017-06-26 00:13:58+00:00,https://t.co/lsPyyAiF1r,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again ,13,10,1.3,Aja,False,False,False,False,16881.0,72997.0,Chesapeake_Bay_retriever,0.8379559999999999,Labrador_retriever,0.0620342,Weimaraner,0.0405991
877556246731214848,2017-06-25 18:56:45+00:00,https://t.co/OYdDlfOGXP,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options ,12,10,1.2,Penny,False,False,False,False,3399.0,20938.0,basset,0.995368,Welsh_springer_spaniel,0.00193621,,0.000467919
877316821321428993,2017-06-25 16:07:47+00:00,https://t.co/SHRTIo5pxc,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy ",13,10,1.3,Dante,False,False,False,False,4654.0,25322.0,Saluki,0.5099670000000001,Italian_greyhound,0.0904973,golden_retriever,0.0794058
877201837425926144,2017-06-25 00:45:22+00:00,https://t.co/4g4cfj3P4Y,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop ,12,10,1.2,Nelly,False,False,False,False,4965.0,25014.0,Pembroke,0.93112,Cardigan,0.0686982,basenji,8.17379e-05
876838120628539392,2017-06-24 13:24:20+00:00,https://t.co/j211oCDRs6,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately ,12,10,1.2,Ginger,False,False,True,False,2979.0,19112.0,bloodhound,0.575751,redbone,0.24097,Tibetan_mastiff,0.08893480000000001
876537666061221889,2017-06-24 00:09:53+00:00,https://t.co/8yoc1CNTsu,I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck. 14/10 for all ,14,10,1.4,None,False,False,False,False,4200.0,21909.0,,,,,,
876484053909872640,2017-06-23 18:17:33+00:00,https://t.co/26BXueUgbs,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy ,13,10,1.3,Benedict,False,False,False,False,2113.0,17346.0,golden_retriever,0.874566,Irish_terrier,0.0373542,chow,0.016723599999999998
876120275196170240,2017-06-23 16:00:04+00:00,https://t.co/ejExJFq3ek,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite ",13,10,1.3,Venti,False,False,False,False,4166.0,25855.0,Bernese_mountain_dog,0.534327,Saint_Bernard,0.346312,Greater_Swiss_Mountain_dog,0.0949327
875747767867523072,2017-06-23 01:10:23+00:00,https://t.co/V2WlACRJCN,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl ",13,10,1.3,Goose,False,False,False,False,3819.0,23190.0,Labrador_retriever,0.799551,Chesapeake_Bay_retriever,0.179975,vizsla,0.0046176
875144289856114688,2017-06-22 03:54:17+00:00,https://t.co/ogith9ejNj,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene ,13,10,1.3,Nugget,False,False,False,False,4391.0,20280.0,Siberian_husky,0.245048,Pembroke,0.223716,,0.160753
875097192612077568,2017-06-21 19:36:23+00:00,https://t.co/PFp4MghzBW,You'll get your package when that precious man is done appreciating the pups. 13/10 for everyone ,13,10,1.3,None,False,False,False,False,5447.0,25366.0,,,,,,
875021211251597312,2017-06-21 15:58:08+00:00,https://t.co/brCQoqc8AW,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck ,12,10,1.2,None,False,False,False,False,4219.0,23586.0,West_Highland_white_terrier,0.7143189999999999,Siberian_husky,0.0919133,Great_Pyrenees,0.0460382
874680097055178752,2017-06-21 00:06:44+00:00,https://t.co/lZhtizkURD,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly ,12,10,1.2,Cash,False,False,False,False,4151.0,25729.0,Labrador_retriever,0.836052,Staffordshire_bullterrier,0.0470691,beagle,0.0360071
874296783580663808,2017-06-20 16:29:50+00:00,https://t.co/0YplNnSMEm,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract ,13,10,1.3,Jed,False,False,True,False,3699.0,24088.0,cocker_spaniel,0.437216,miniature_poodle,0.277191,toy_poodle,0.157402
874057562936811520,2017-06-19 16:24:33+00:00,https://t.co/pwY9PQhtP2,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 ",12,10,1.2,None,False,False,False,False,3566.0,21025.0,flat-coated_retriever,0.8321770000000001,black-and-tan_coonhound,0.040436900000000005,Newfoundland,0.0282283
874012996292530176,2017-06-18 20:30:39+00:00,https://t.co/XBE0evJZ6V,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo ",13,10,1.3,Sebastian,False,False,False,True,9147.0,31649.0,Cardigan,0.806674,Pembroke,0.116622,kelpie,0.0491819
873580283840344065,2017-06-18 16:57:37+00:00,https://t.co/mNuMH9400n,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly ",13,10,1.3,None,False,False,False,False,3540.0,22425.0,Newfoundland,0.678537,Tibetan_mastiff,0.244022,chow,0.0485295
873213775632977920,2017-06-17 16:52:05+00:00,https://t.co/V5lkvrGLdQ,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD ",12,10,1.2,Sierra,False,False,True,False,1418.0,6628.0,vizsla,0.6197819999999999,bloodhound,0.338069,Chesapeake_Bay_retriever,0.0126763
872967104147763200,2017-06-16 16:11:53+00:00,https://t.co/EMYIdoblMR,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo ,12,10,1.2,None,True,False,False,False,4864.0,25230.0,Labrador_retriever,0.476913,Chesapeake_Bay_retriever,0.174145,German_short-haired_pointer,0.0928614
872820683541237760,2017-06-15 00:13:52+00:00,https://t.co/17FVMl4VZ5,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 ",13,10,1.3,None,False,False,False,False,3344.0,13649.0,pug,0.99912,French_bulldog,0.00055192,bull_mastiff,7.28904e-05
872620804844003328,2017-06-14 21:06:43+00:00,https://t.co/lUcpnZDPz9,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... ,13,10,1.3,Monkey,False,False,False,False,3273.0,19210.0,cocker_spaniel,0.513191,Sussex_spaniel,0.159088,standard_poodle,0.149509
